 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|                          Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                                                                                                                 |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|     ver     | Date  | Time  |               Sequence                 | #Img |P/MbInt| QPI| QPP| QPB| Format  |Iperiod| #B | FMES | Hdmd | S.R |#Ref | Freq |Coding|RD-opt|Intra upd|8x8Tr| SNRY 1| SNRU 1| SNRV 1| SNRY N| SNRU N| SNRV N|#Bitr I|#Bitr P|#Bitr B|#Bitr IPB|     Total Time   |      Me Time     |
| 19.0/(FRExt)| 04/15 | 18:39 |                                 ace.yuv|   11 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 37.638| 41.571| 43.231| 32.834| 33.512| 33.895|  58342| 388756| 800138|  1248109|          21500   |           5547   |
| 19.0/(FRExt)| 04/15 | 18:46 |                                 ace.yuv|   11 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 37.638| 41.571| 43.231| 32.834| 33.512| 33.895|  58342| 388756| 800138|  1248109|          50337   |           5590   |
| 19.0/(FRExt)| 04/15 | 18:50 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.157| 39.913| 40.995|  15457| 125979| 278923|   420480|          74724   |          50744   |
| 19.0/(FRExt)| 04/15 | 19:01 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.157| 39.913| 40.995|  15457| 125979| 278923|   420480|          73637   |          50105   |
| 19.0/(FRExt)| 04/15 | 19:03 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          77980   |          53077   |
| 19.0/(FRExt)| 04/15 | 19:34 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          89957   |          49770   |
| 19.0/(FRExt)| 04/15 | 20:06 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          71936   |          48910   |
| 19.0/(FRExt)| 04/15 | 20:11 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          73375   |          49960   |
| 19.0/(FRExt)| 04/15 | 20:13 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          79865   |          54404   |
| 19.0/(FRExt)| 04/15 | 20:16 |                                 ace.yuv|   11 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 37.638| 41.571| 43.231| 32.834| 33.512| 33.895|  58342| 388756| 800138|  1248109|           9068   |           5276   |
| 19.0/(FRExt)| 04/15 | 20:19 |                                 ace.yuv|   11 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 37.638| 41.571| 43.231| 32.834| 33.512| 33.895|  58342| 388756| 800138|  1248109|           9375   |           5483   |
| 19.0/(FRExt)| 04/15 | 20:26 |                                 263.yuv|  263 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.030| 38.061| 39.133| 33.428| 37.837| 39.652|   5960| 117749| 311818|   435564|         271482   |         190700   |
| 19.0/(FRExt)| 04/17 | 09:32 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          70982   |          48063   |
| 19.0/(FRExt)| 04/17 | 09:44 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          78798   |          53764   |
| 19.0/(FRExt)| 04/17 | 09:48 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          83028   |          56643   |
| 19.0/(FRExt)| 04/17 | 10:42 |                                dudu.yuv|   79 |  0/0  | 28 | 28 | 30 | 176x144 |    0  |  7 | EPZS |  022 |  32 |  5  | 30.00| CABAC|   1  |   OFF   |  1  | 35.830| 40.551| 40.555| 33.191| 39.914| 40.992|  15457| 138316| 270760|   424654|          76359   |          51990   |
